,index,경기번호,팀명,결과,No.,득점_득점,공격종합_시도,공격종합_성공,공격종합_공격차단,공격종합_범실,공격종합_성공률,오픈_시도,오픈_성공,오픈_공격차단,오픈_범실,오픈_성공률,시간차_시도,시간차_성공,시간차_공격차단,시간차_범실,시간차_성공률,이동_시도,이동_성공,이동_공격차단,이동_범실,이동_성공률,후위_시도,후위_성공,후위_공격차단,후위_범실,후위_성공률,속공_시도,속공_성공,속공_공격차단,속공_범실,속공_성공률,퀵오픈_시도,퀵오픈_성공,퀵오픈_공격차단,퀵오픈_범실,퀵오픈_성공률,서브_시도,서브_성공,서브_범실,서브_성공률,디그_시도,디그_성공,디그_실패,디그_범실,디그_세트당,세트_시도,세트_성공,세트_범실,세트_세트당,리시브_시도,리시브_정확,리시브_실패,리시브_세트당,블로킹_시도,블로킹_성공,블로킹_유효블락,블로킹_실패,블로킹_범실,블로킹_세트당,블로킹_어시스트,벌칙_벌칙,범실_범실,홈_어웨이,상대팀,팀코드,디그_성공률,세트_성공률,리시브_정확도,블로킹_성공률,총_점수,실점
641,641,321,한국도로공사,1,113,71,144,57,8,7,0.4,90,36,5,5,0.4,5,3,0,0,0.6,3,2,0,0,0.67,16,6,1,2,0.38,9,1,1,0,0.11,21,9,1,0,0.43,95,3,7,0.03,92,80,11,1,20.0,135,48,0,12.0,67,25,2,167.74,73,11,29,22,0,2.75,8,0,15,1,KGC인삼공사,2,0.87,0.36,0.37,0.15,96,76
642,642,322,현대건설,0,113,58,122,52,5,10,0.43,76,28,3,6,0.37,2,2,0,0,1.0,1,0,0,0,0.0,10,4,0,2,0.4,8,2,2,0,0.25,25,16,0,2,0.64,67,1,3,0.01,86,71,15,0,26.330000000000002,130,51,2,28.33,72,27,5,122.38,51,5,23,12,1,1.6700000000000002,4,0,16,0,흥국생명,5,0.83,0.39,0.38,0.1,65,76
643,643,322,흥국생명,1,117,60,122,50,5,5,0.41,69,27,4,2,0.39,3,2,1,0,0.67,2,1,0,0,0.5,6,1,0,1,0.17,6,3,0,0,0.5,36,16,0,2,0.44,74,5,2,0.07,77,67,10,0,22.34,121,47,0,15.66,64,28,1,258.97,48,5,16,20,0,1.6600000000000001,2,0,7,1,현대건설,1,0.87,0.39,0.44,0.1,76,65
644,644,323,IBK기업은행,0,95,47,107,41,10,5,0.38,64,22,8,3,0.34,6,1,1,0,0.17,5,2,0,0,0.4,17,12,1,0,0.71,2,0,0,1,0.0,13,4,0,1,0.31,62,2,8,0.03,68,56,12,0,19.17,113,39,0,13.0,66,18,5,78.71,46,4,16,18,0,1.33,3,0,13,1,KGC인삼공사,3,0.82,0.35,0.27,0.09,61,75
645,645,323,KGC인삼공사,1,114,62,98,47,4,4,0.48,42,16,3,1,0.38,3,3,0,0,1.0,4,3,0,0,0.75,19,13,0,1,0.68,10,5,1,0,0.5,20,7,0,2,0.35,74,5,8,0.07,73,58,15,0,19.33,103,44,1,14.67,54,18,2,133.32999999999998,48,10,15,13,1,3.3200000000000003,9,0,14,0,IBK기업은행,4,0.79,0.43,0.33,0.21,75,61
646,646,324,GS칼텍스,1,129,65,119,49,12,1,0.41,47,15,4,1,0.32,4,0,0,0,0.0,0,0,0,0,,10,4,2,0,0.4,9,4,2,0,0.44,49,26,4,0,0.53,74,5,13,0.07,80,67,12,1,22.35,126,47,0,16.99,67,29,3,130.76999999999998,48,11,17,13,1,3.66,11,0,16,1,한국도로공사,0,0.84,0.37,0.43,0.23,76,69
647,647,324,한국도로공사,0,116,53,106,38,11,5,0.36,70,21,9,4,0.3,4,2,1,1,0.5,2,0,0,0,0.0,13,8,1,0,0.62,4,0,0,0,0.0,13,7,0,0,0.54,71,3,4,0.04,73,60,12,1,21.990000000000002,109,35,1,15.33,61,24,5,101.88,64,12,23,18,0,3.99,9,0,11,0,GS칼텍스,2,0.82,0.32,0.39,0.19,69,76
648,648,325,IBK기업은행,1,75,77,170,60,11,19,0.35,103,35,7,11,0.34,8,1,0,1,0.12,5,1,1,1,0.2,31,12,1,4,0.39,12,7,1,1,0.58,11,4,1,1,0.36,105,2,5,0.02,116,96,20,0,19.2,171,60,0,12.0,90,47,2,259.44,78,15,33,17,1,3.0,11,0,25,0,현대건설,3,0.83,0.35,0.52,0.19,105,99
649,649,325,현대건설,0,147,74,167,61,15,15,0.37,81,25,7,10,0.31,12,7,2,0,0.58,4,1,2,0,0.25,16,6,0,1,0.38,17,10,0,1,0.59,37,12,4,3,0.32,100,2,9,0.02,99,81,18,0,17.35,171,55,3,14.75,100,48,2,299.3,82,11,27,24,1,2.2,8,0,28,1,IBK기업은행,5,0.82,0.32,0.48,0.13,99,105
650,650,326,한국도로공사,0,113,83,207,70,10,13,0.34,94,25,5,6,0.27,8,1,0,0,0.12,6,2,1,0,0.33,32,16,2,5,0.5,6,2,0,0,0.33,61,24,2,2,0.39,106,4,7,0.04,139,118,21,0,24.3,213,66,1,13.2,107,68,4,209.39,83,9,36,23,1,1.7999999999999998,6,0,22,1,흥국생명,2,0.85,0.31,0.64,0.11,106,114
651,651,326,흥국생명,1,134,92,200,78,9,14,0.39,103,35,3,6,0.34,15,8,0,0,0.53,2,0,0,1,0.0,18,5,2,4,0.28,8,3,1,0,0.38,54,27,3,3,0.5,114,4,7,0.04,145,127,17,1,26.82,207,74,1,16.65,99,55,4,185.74,97,10,50,22,0,2.0,7,0,23,0,한국도로공사,1,0.88,0.36,0.56,0.1,114,106
652,652,327,GS칼텍스,1,114,82,141,63,5,10,0.45,68,28,5,4,0.41,3,2,0,0,0.67,0,0,0,0,,16,8,0,2,0.5,17,6,0,1,0.35,37,19,0,3,0.51,97,6,8,0.06,93,76,17,0,19.0,139,60,0,15.75,72,36,3,294.52,57,13,22,13,0,3.25,11,0,18,0,KGC인삼공사,0,0.82,0.43,0.5,0.23,98,75
653,653,327,KGC인삼공사,0,101,57,135,49,13,10,0.36,64,21,1,6,0.33,7,2,1,0,0.29,4,2,1,0,0.5,24,6,4,2,0.25,14,9,0,0,0.64,22,9,6,2,0.41,76,3,4,0.04,81,65,15,1,18.67,137,46,0,11.5,89,38,6,146.75,65,5,24,26,1,1.25,5,0,16,1,GS칼텍스,4,0.8,0.34,0.43,0.08,75,98
654,654,328,한국도로공사,1,113,76,135,61,5,5,0.45,79,30,2,4,0.38,3,3,0,0,1.0,3,1,0,0,0.33,17,10,1,0,0.59,6,4,0,0,0.67,27,13,2,1,0.48,95,2,10,0.02,93,79,14,0,19.75,135,57,0,14.25,67,39,1,178.26,73,13,31,18,2,3.25,11,0,17,0,현대건설,2,0.85,0.42,0.58,0.18,96,75
655,655,328,현대건설,0,135,58,146,52,13,9,0.36,83,28,7,6,0.34,8,2,2,1,0.25,0,0,0,0,,17,6,3,1,0.35,14,7,0,0,0.5,24,9,1,1,0.38,76,1,9,0.01,87,71,16,0,17.92,145,47,0,12.58,85,36,2,131.25,57,5,25,15,2,1.25,5,0,20,1,한국도로공사,5,0.82,0.32,0.42,0.09,75,96
656,656,329,IBK기업은행,0,75,42,122,37,6,14,0.3,71,18,4,9,0.25,1,1,0,0,1.0,6,0,0,1,0.0,19,10,1,2,0.53,5,2,0,1,0.4,20,6,1,1,0.3,55,0,4,0.0,85,75,10,0,25.490000000000002,125,36,0,12.0,71,28,5,227.65,44,5,21,11,1,1.6600000000000001,5,0,19,1,흥국생명,3,0.88,0.29,0.39,0.11,53,75
657,657,329,흥국생명,1,116,56,115,45,5,6,0.39,62,24,3,2,0.39,4,2,0,0,0.5,3,1,0,0,0.33,7,1,1,2,0.14,12,6,1,0,0.5,27,11,0,2,0.41,73,5,2,0.07,83,71,12,0,23.669999999999998,108,36,1,11.99,51,26,0,195.79,52,6,20,13,2,2.0,5,0,11,0,IBK기업은행,1,0.86,0.33,0.51,0.12,75,53
658,658,330,KGC인삼공사,0,107,55,118,44,8,11,0.37,63,22,4,7,0.35,1,0,0,0,0.0,1,0,0,0,0.0,36,16,3,2,0.44,4,2,0,2,0.5,13,4,1,0,0.31,73,5,4,0.07,78,65,13,0,25.17,124,40,2,15.83,72,25,6,191.67000000000002,51,6,21,12,2,2.0,6,0,19,1,흥국생명,4,0.83,0.32,0.35,0.12,71,79
659,659,330,흥국생명,1,141,60,119,46,6,8,0.39,73,28,2,6,0.38,3,1,1,0,0.33,7,2,0,1,0.29,4,0,1,0,0.0,6,2,0,0,0.33,26,13,2,1,0.5,77,6,5,0.08,80,64,14,2,23.0,117,40,1,13.33,69,28,5,150.91,49,8,15,14,0,3.17,4,0,16,0,KGC인삼공사,1,0.8,0.34,0.41,0.16,79,71
660,660,331,GS칼텍스,1,141,78,160,66,8,10,0.41,69,26,4,4,0.38,2,0,0,0,0.0,0,0,0,0,,27,11,1,4,0.41,10,4,0,1,0.4,52,25,3,1,0.48,102,4,6,0.04,110,86,24,0,23.92,160,60,0,15.5,80,42,2,252.92000000000002,58,8,26,17,0,2.08,7,0,16,1,현대건설,0,0.78,0.38,0.52,0.14,103,93
661,661,331,현대건설,0,139,77,150,67,8,9,0.45,89,40,4,6,0.45,7,3,0,1,0.43,1,0,0,0,0.0,20,8,2,2,0.4,17,8,1,0,0.47,16,8,1,0,0.5,94,2,14,0.02,99,80,19,0,20.25,163,65,1,17.25,96,46,4,200.2,79,8,38,22,1,2.0,7,0,25,0,GS칼텍스,5,0.81,0.4,0.48,0.1,93,103
662,662,332,IBK기업은행,0,101,43,113,39,6,12,0.35,63,20,2,8,0.32,5,2,1,0,0.4,5,1,0,0,0.2,26,9,2,4,0.35,8,5,1,0,0.62,6,2,0,0,0.33,55,1,6,0.02,82,67,15,0,23.83,121,39,1,13.0,66,25,2,143.74,47,3,22,13,0,1.0,2,0,19,0,한국도로공사,3,0.82,0.32,0.38,0.06,53,75
663,663,332,한국도로공사,1,115,56,115,48,3,3,0.42,64,22,3,3,0.34,4,3,0,0,0.75,4,2,0,0,0.5,12,8,0,0,0.67,7,5,0,0,0.71,24,8,0,0,0.33,73,2,7,0.03,75,66,9,0,21.990000000000002,110,43,0,14.33,49,20,1,170.39,49,6,20,15,0,2.0,5,0,10,1,IBK기업은행,2,0.88,0.39,0.41,0.12,75,53
664,664,333,GS칼텍스,0,131,71,148,64,15,8,0.43,75,30,5,4,0.4,3,0,1,0,0.0,0,0,0,0,,21,12,2,2,0.57,9,3,0,1,0.33,40,19,7,1,0.48,89,0,6,0.0,90,65,25,0,20.0,143,59,3,19.0,92,45,4,192.28,56,7,21,17,1,2.25,7,0,18,0,흥국생명,0,0.72,0.41,0.49,0.12,88,98
665,665,333,흥국생명,1,143,80,139,61,7,11,0.44,79,33,5,7,0.42,16,8,1,0,0.5,1,0,0,0,0.0,3,0,0,1,0.0,9,2,1,2,0.22,31,18,0,1,0.58,97,4,5,0.04,87,72,15,0,19.42,142,57,1,14.25,83,40,0,171.37,68,15,18,26,0,4.0,10,0,17,1,GS칼텍스,1,0.83,0.4,0.48,0.22,98,88
